Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,FAIL,9,-,FAIL,32
Singly Linked List,deallocate,11,2,0.3,4,16
Singly Linked List,initialize,13,8,1.2,4,154
Singly Linked List,deallocate two,25,4,0.6,9,66
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,2894
Singly Linked List,intersection,FAIL,16,-,FAIL,3029
Sorted list,insert,FAIL,21,-,FAIL,57
Sorted list,reverse,49,9,1.9,13,201
Sorted list,merge,FAIL,23,-,FAIL,1464
Doubly Linked List,singleton,14,13,0.6,5,36
Doubly Linked List,append,44,20,6.4,14,2503
Doubly Linked List,delete,FAIL,18,-,FAIL,3192
List of Lists,flatten,60,12,1.7,20,245
List of Lists,length,FAIL,12,-,FAIL,3228
Binary Tree,size,35,13,1.2,10,160
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,copy,FAIL,12,-,FAIL,4297
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,6232
BST,insert,FAIL,21,-,FAIL,272
BST,rotate left,FAIL,74,-,FAIL,578
BST,delete root,FAIL,41,-,FAIL,1722
BST,from list,FAIL,15,-,FAIL,590
Rose Tree,flatten,FAIL,10,-,FAIL,5166
Packed Tree,pack,FAIL,36,-,FAIL,3060
