Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.5,3,29
Singly Linked List,deallocate,11,2,0.3,4,16
Singly Linked List,initialize,13,8,0.9,4,102
Singly Linked List,deallocate two,25,4,0.5,9,66
Singly Linked List,non-destructive append,63,21,6.4,21,2595
Singly Linked List,intersection,FAIL,16,-,FAIL,3417
Sorted list,insert,74,21,2.4,21,366
Sorted list,reverse,36,9,1.4,11,189
Sorted list,merge,FAIL,23,-,FAIL,2020
Doubly Linked List,singleton,14,13,0.5,5,40
Doubly Linked List,append,32,20,3.3,10,1018
Doubly Linked List,delete,67,18,4.4,19,959
List of Lists,flatten,53,12,1.4,17,224
List of Lists,length,73,12,7.5,23,2471
Binary Tree,size,32,13,1.3,9,242
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,copy,46,12,3.3,16,1084
Binary Tree,flatten to dll in place,48,5,11.5,15,3766
BST,insert,FAIL,21,-,FAIL,3419
BST,rotate left,15,74,6.7,5,1070
BST,delete root,54,41,14.4,18,2677
BST,from list,85,15,8.7,27,1304
Rose Tree,flatten,80,10,9.7,25,3020
Packed Tree,pack,FAIL,36,-,FAIL,3089
