Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.8,3,74
Singly Linked List,deallocate,11,2,0.6,4,44
Singly Linked List,initialize,13,8,4.1,4,3237
Singly Linked List,deallocate two,25,4,1.5,9,272
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,9768
Singly Linked List,intersection,FAIL,16,-,FAIL,4844
Sorted list,insert,FAIL,21,-,FAIL,1418
Sorted list,reverse,FAIL,9,-,FAIL,7110
Sorted list,merge,FAIL,23,-,FAIL,4564
Doubly Linked List,singleton,FAIL,13,-,FAIL,190
Doubly Linked List,append,FAIL,20,-,FAIL,5174
Doubly Linked List,delete,FAIL,18,-,FAIL,5768
List of Lists,flatten,FAIL,12,-,FAIL,4639
List of Lists,length,FAIL,12,-,FAIL,2126
Binary Tree,size,FAIL,13,-,FAIL,12755
Binary Tree,deallocate,16,2,1.0,6,121
Binary Tree,copy,FAIL,12,-,FAIL,8889
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,6978
BST,insert,FAIL,21,-,FAIL,3966
BST,rotate left,FAIL,74,-,FAIL,6084
BST,delete root,FAIL,41,-,FAIL,2381
BST,from list,FAIL,15,-,FAIL,5396
Rose Tree,flatten,FAIL,10,-,FAIL,332
Packed Tree,pack,FAIL,36,-,FAIL,2309
