Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.5,3,29
Singly Linked List,deallocate,11,2,0.3,4,16
Singly Linked List,initialize,13,8,0.8,4,96
Singly Linked List,deallocate two,25,4,0.7,9,66
Singly Linked List,non-destructive append,63,21,5.6,21,2072
Singly Linked List,intersection,FAIL,16,-,FAIL,3526
Sorted list,insert,86,21,3.9,25,520
Sorted list,reverse,36,9,2.0,11,268
Sorted list,merge,FAIL,23,-,FAIL,2056
Doubly Linked List,singleton,14,13,0.5,5,38
Doubly Linked List,append,32,20,3.1,10,958
Doubly Linked List,delete,67,18,4.1,19,915
List of Lists,flatten,57,12,1.5,19,247
List of Lists,length,68,12,9.7,21,2685
Binary Tree,size,32,13,1.3,9,193
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,copy,46,12,3.1,16,852
Binary Tree,flatten to dll in place,48,5,3.3,15,985
BST,insert,FAIL,21,-,FAIL,3021
BST,rotate left,15,74,6.1,5,929
BST,delete root,54,41,13.6,18,2414
BST,from list,85,15,8.8,27,1334
Rose Tree,flatten,80,10,9.4,25,2828
Packed Tree,pack,FAIL,36,-,FAIL,3175
