Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,FAIL,9,-,FAIL,38
Singly Linked List,deallocate,11,2,0.3,4,16
Singly Linked List,initialize,13,8,0.9,4,106
Singly Linked List,deallocate two,25,4,0.5,9,66
Singly Linked List,non-destructive append,66,21,7.5,22,2980
Singly Linked List,intersection,FAIL,16,-,FAIL,3011
Sorted list,insert,FAIL,21,-,FAIL,68
Sorted list,reverse,49,9,1.4,13,189
Sorted list,merge,FAIL,23,-,FAIL,2209
Doubly Linked List,singleton,14,13,0.5,5,34
Doubly Linked List,append,FAIL,20,-,FAIL,4217
Doubly Linked List,delete,FAIL,18,-,FAIL,777
List of Lists,flatten,60,12,1.4,20,227
List of Lists,length,87,12,7.6,27,2150
Binary Tree,size,32,13,1.3,9,242
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,copy,49,12,4.2,17,1334
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,7226
BST,insert,FAIL,21,-,FAIL,214
BST,rotate left,FAIL,74,-,FAIL,2532
BST,delete root,FAIL,41,-,FAIL,2273
BST,from list,FAIL,15,-,FAIL,391
Rose Tree,flatten,FAIL,10,-,FAIL,3909
Packed Tree,pack,FAIL,36,-,FAIL,3042
