Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.8,3,73
Singly Linked List,deallocate,11,2,0.6,4,44
Singly Linked List,initialize,13,8,2.7,4,1345
Singly Linked List,deallocate two,25,4,1.7,9,272
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,9672
Singly Linked List,intersection,FAIL,16,-,FAIL,6189
Sorted list,insert,FAIL,21,-,FAIL,697
Sorted list,reverse,36,9,7.6,11,2848
Sorted list,merge,FAIL,23,-,FAIL,2845
Doubly Linked List,singleton,FAIL,13,-,FAIL,181
Doubly Linked List,append,FAIL,20,-,FAIL,2896
Doubly Linked List,delete,FAIL,18,-,FAIL,5275
List of Lists,flatten,55,12,14.1,19,3336
List of Lists,length,FAIL,12,-,FAIL,2282
Binary Tree,size,FAIL,13,-,FAIL,2759
Binary Tree,deallocate,16,2,1.0,6,121
Binary Tree,copy,FAIL,12,-,FAIL,5494
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,6078
BST,insert,FAIL,21,-,FAIL,1432
BST,rotate left,FAIL,74,-,FAIL,8752
BST,delete root,FAIL,41,-,FAIL,4972
BST,from list,FAIL,15,-,FAIL,4301
Rose Tree,flatten,FAIL,10,-,FAIL,4349
Packed Tree,pack,FAIL,36,-,FAIL,2248
