Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.6,3,41
Singly Linked List,deallocate,11,2,0.3,4,16
Singly Linked List,initialize,13,8,0.9,4,111
Singly Linked List,deallocate two,25,4,0.7,9,71
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,666
Singly Linked List,intersection,FAIL,16,-,FAIL,500
Sorted list,insert,FAIL,21,-,FAIL,490
Sorted list,reverse,FAIL,9,-,FAIL,274
Sorted list,merge,FAIL,23,-,FAIL,2055
Doubly Linked List,singleton,14,13,0.5,5,40
Doubly Linked List,append,FAIL,20,-,FAIL,1285
Doubly Linked List,delete,FAIL,18,-,FAIL,273
List of Lists,flatten,FAIL,12,-,FAIL,1156
List of Lists,length,FAIL,12,-,FAIL,1223
Binary Tree,size,FAIL,13,-,FAIL,93
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,copy,FAIL,12,-,FAIL,105
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,2864
BST,insert,FAIL,21,-,FAIL,1475
BST,rotate left,15,74,6.9,5,1115
BST,delete root,FAIL,41,-,FAIL,2936
BST,from list,FAIL,15,-,FAIL,129
Rose Tree,flatten,FAIL,10,-,FAIL,152
Packed Tree,pack,FAIL,36,-,FAIL,2975
