Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.4,3,19
Singly Linked List,deallocate,11,2,0.4,4,16
Singly Linked List,initialize,13,8,0.9,4,105
Singly Linked List,deallocate two,25,4,0.8,9,66
Singly Linked List,non-destructive append,66,21,5.7,22,2157
Singly Linked List,intersection,FAIL,16,-,FAIL,3228
Sorted list,insert,92,21,7.8,27,1094
Sorted list,reverse,49,9,4.5,13,816
Sorted list,merge,FAIL,23,-,FAIL,1867
Doubly Linked List,singleton,14,13,0.5,5,32
Doubly Linked List,append,54,20,4.0,17,1252
Doubly Linked List,delete,82,18,6.5,24,1350
List of Lists,flatten,72,12,2.0,24,363
List of Lists,length,FAIL,12,-,FAIL,3614
Binary Tree,size,35,13,1.3,10,235
Binary Tree,deallocate,16,2,0.5,6,26
Binary Tree,copy,49,12,3.2,17,913
Binary Tree,flatten to dll in place,60,5,4.8,19,1464
BST,insert,FAIL,21,-,FAIL,2400
BST,rotate left,FAIL,74,-,FAIL,4994
BST,delete root,FAIL,41,-,FAIL,2096
BST,from list,FAIL,15,-,FAIL,1995
Rose Tree,flatten,FAIL,10,-,FAIL,3908
Packed Tree,pack,FAIL,36,-,FAIL,3308
