Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,FAIL,9,-,FAIL,22
Singly Linked List,deallocate,11,2,0.3,4,16
Singly Linked List,initialize,13,8,1.0,4,115
Singly Linked List,deallocate two,25,4,0.5,9,66
Singly Linked List,non-destructive append,66,21,7.2,22,1968
Singly Linked List,intersection,FAIL,16,-,FAIL,2693
Sorted list,insert,FAIL,21,-,FAIL,58
Sorted list,reverse,49,9,2.7,13,396
Sorted list,merge,FAIL,23,-,FAIL,1849
Doubly Linked List,singleton,14,13,0.6,5,38
Doubly Linked List,append,44,20,5.2,14,1998
Doubly Linked List,delete,FAIL,18,-,FAIL,2356
List of Lists,flatten,56,12,1.6,18,236
List of Lists,length,108,12,12.3,33,2889
Binary Tree,size,35,13,1.7,10,334
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,copy,49,12,4.0,17,891
Binary Tree,flatten to dll in place,60,5,4.2,19,1153
BST,insert,FAIL,21,-,FAIL,198
BST,rotate left,15,74,10.0,5,2029
BST,delete root,FAIL,41,-,FAIL,1780
BST,from list,FAIL,15,-,FAIL,343
Rose Tree,flatten,FAIL,10,-,FAIL,5422
Packed Tree,pack,FAIL,36,-,FAIL,3042
