Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.6,3,43
Singly Linked List,deallocate,11,2,0.4,4,16
Singly Linked List,initialize,13,8,1.4,4,208
Singly Linked List,deallocate two,25,4,0.6,9,66
Singly Linked List,non-destructive append,63,21,11.8,21,3751
Singly Linked List,intersection,FAIL,16,-,FAIL,4396
Sorted list,insert,68,21,2.7,20,390
Sorted list,reverse,36,9,1.9,11,242
Sorted list,merge,FAIL,23,-,FAIL,1748
Doubly Linked List,singleton,14,13,0.7,5,59
Doubly Linked List,append,FAIL,20,-,FAIL,5955
Doubly Linked List,delete,FAIL,18,-,FAIL,5715
List of Lists,flatten,53,12,2.0,17,299
List of Lists,length,FAIL,12,-,FAIL,4223
Binary Tree,size,35,13,2.6,10,804
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,copy,FAIL,12,-,FAIL,4032
Binary Tree,flatten to dll in place,51,5,8.6,16,3035
BST,insert,FAIL,21,-,FAIL,2711
BST,rotate left,FAIL,74,-,FAIL,4290
BST,delete root,FAIL,41,-,FAIL,1841
BST,from list,FAIL,15,-,FAIL,1464
Rose Tree,flatten,FAIL,10,-,FAIL,4423
Packed Tree,pack,FAIL,36,-,FAIL,3069
