Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.5,3,29
Singly Linked List,deallocate,11,2,0.3,4,16
Singly Linked List,initialize,13,8,0.9,4,106
Singly Linked List,deallocate two,25,4,0.5,9,66
Singly Linked List,non-destructive append,63,21,6.1,21,2467
Singly Linked List,intersection,FAIL,16,-,FAIL,3384
Sorted list,insert,74,21,2.3,21,357
Sorted list,reverse,36,9,1.3,11,189
Sorted list,merge,FAIL,23,-,FAIL,2012
Doubly Linked List,singleton,14,13,0.5,5,38
Doubly Linked List,append,FAIL,20,-,FAIL,4177
Doubly Linked List,delete,67,18,4.3,19,955
List of Lists,flatten,53,12,1.4,17,225
List of Lists,length,73,12,7.6,23,2489
Binary Tree,size,32,13,1.3,9,243
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,copy,FAIL,12,-,FAIL,4617
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,5031
BST,insert,FAIL,21,-,FAIL,3409
BST,rotate left,15,74,5.9,5,1022
BST,delete root,54,41,13.9,18,2580
BST,from list,85,15,8.4,27,1280
Rose Tree,flatten,80,10,9.4,25,2917
Packed Tree,pack,FAIL,36,-,FAIL,3000
