Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.7,3,55
Singly Linked List,deallocate,11,2,0.6,4,44
Singly Linked List,initialize,13,8,3.4,4,1379
Singly Linked List,deallocate two,25,4,1.8,9,272
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,4348
Singly Linked List,intersection,FAIL,16,-,FAIL,4819
Sorted list,insert,FAIL,21,-,FAIL,1390
Sorted list,reverse,FAIL,9,-,FAIL,4464
Sorted list,merge,FAIL,23,-,FAIL,2750
Doubly Linked List,singleton,FAIL,13,-,FAIL,217
Doubly Linked List,append,FAIL,20,-,FAIL,2930
Doubly Linked List,delete,FAIL,18,-,FAIL,4858
List of Lists,flatten,55,12,7.9,19,2052
List of Lists,length,FAIL,12,-,FAIL,2152
Binary Tree,size,FAIL,13,-,FAIL,10810
Binary Tree,deallocate,16,2,1.1,6,121
Binary Tree,copy,FAIL,12,-,FAIL,3392
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,3505
BST,insert,FAIL,21,-,FAIL,3529
BST,rotate left,FAIL,74,-,FAIL,2284
BST,delete root,FAIL,41,-,FAIL,2529
BST,from list,FAIL,15,-,FAIL,2611
Rose Tree,flatten,FAIL,10,-,FAIL,3848
Packed Tree,pack,FAIL,36,-,FAIL,2192
