Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.7,3,69
Singly Linked List,deallocate,11,2,0.6,4,44
Singly Linked List,initialize,13,8,2.8,4,1383
Singly Linked List,deallocate two,25,4,1.8,9,360
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,5364
Singly Linked List,intersection,FAIL,16,-,FAIL,6221
Sorted list,insert,FAIL,21,-,FAIL,2897
Sorted list,reverse,36,9,10.9,11,4805
Sorted list,merge,FAIL,23,-,FAIL,3884
Doubly Linked List,singleton,FAIL,13,-,FAIL,677
Doubly Linked List,append,FAIL,20,-,FAIL,4107
Doubly Linked List,delete,FAIL,18,-,FAIL,6261
List of Lists,flatten,FAIL,12,-,FAIL,4698
List of Lists,length,FAIL,12,-,FAIL,3671
Binary Tree,size,FAIL,13,-,FAIL,2745
Binary Tree,deallocate,16,2,1.0,6,121
Binary Tree,copy,FAIL,12,-,FAIL,6086
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,5107
BST,insert,FAIL,21,-,FAIL,8543
BST,rotate left,FAIL,74,-,FAIL,7478
BST,delete root,FAIL,41,-,FAIL,5095
BST,from list,FAIL,15,-,FAIL,3954
Rose Tree,flatten,FAIL,10,-,FAIL,5083
Packed Tree,pack,FAIL,36,-,FAIL,2352
