Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,FAIL,9,-,FAIL,26
Singly Linked List,deallocate,11,2,0.3,4,16
Singly Linked List,initialize,13,8,0.9,4,109
Singly Linked List,deallocate two,25,4,0.5,9,68
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,2950
Singly Linked List,intersection,FAIL,16,-,FAIL,3622
Sorted list,insert,FAIL,21,-,FAIL,75
Sorted list,reverse,36,9,2.1,11,361
Sorted list,merge,FAIL,23,-,FAIL,2391
Doubly Linked List,singleton,14,13,0.5,5,36
Doubly Linked List,append,44,20,4.6,14,2093
Doubly Linked List,delete,FAIL,18,-,FAIL,2382
List of Lists,flatten,68,12,2.8,22,677
List of Lists,length,FAIL,12,-,FAIL,3726
Binary Tree,size,35,13,1.8,10,601
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,copy,FAIL,12,-,FAIL,3199
Binary Tree,flatten to dll in place,54,5,3.9,17,1456
BST,insert,FAIL,21,-,FAIL,232
BST,rotate left,FAIL,74,-,FAIL,3601
BST,delete root,FAIL,41,-,FAIL,2961
BST,from list,FAIL,15,-,FAIL,369
Rose Tree,flatten,FAIL,10,-,FAIL,5981
Packed Tree,pack,FAIL,36,-,FAIL,3076
