Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.8,3,72
Singly Linked List,deallocate,11,2,0.5,4,44
Singly Linked List,initialize,FAIL,8,-,FAIL,9441
Singly Linked List,deallocate two,25,4,1.3,9,272
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,8384
Singly Linked List,intersection,FAIL,16,-,FAIL,6199
Sorted list,insert,FAIL,21,-,FAIL,2239
Sorted list,reverse,FAIL,9,-,FAIL,7398
Sorted list,merge,FAIL,23,-,FAIL,4452
Doubly Linked List,singleton,FAIL,13,-,FAIL,264
Doubly Linked List,append,FAIL,20,-,FAIL,6184
Doubly Linked List,delete,FAIL,18,-,FAIL,5953
List of Lists,flatten,FAIL,12,-,FAIL,4833
List of Lists,length,FAIL,12,-,FAIL,3578
Binary Tree,size,FAIL,13,-,FAIL,6598
Binary Tree,deallocate,16,2,1.0,6,121
Binary Tree,copy,FAIL,12,-,FAIL,9510
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,5432
BST,insert,FAIL,21,-,FAIL,6248
BST,rotate left,FAIL,74,-,FAIL,7007
BST,delete root,FAIL,41,-,FAIL,2250
BST,from list,FAIL,15,-,FAIL,3471
Rose Tree,flatten,FAIL,10,-,FAIL,393
Packed Tree,pack,FAIL,36,-,FAIL,2479
