Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,FAIL,9,-,FAIL,22
Singly Linked List,deallocate,11,2,0.3,4,16
Singly Linked List,initialize,13,8,0.9,4,103
Singly Linked List,deallocate two,25,4,0.6,9,66
Singly Linked List,non-destructive append,66,21,7.1,22,1935
Singly Linked List,intersection,FAIL,16,-,FAIL,2707
Sorted list,insert,FAIL,21,-,FAIL,58
Sorted list,reverse,49,9,2.7,13,399
Sorted list,merge,FAIL,23,-,FAIL,1919
Doubly Linked List,singleton,14,13,0.5,5,37
Doubly Linked List,append,44,20,5.1,14,1938
Doubly Linked List,delete,FAIL,18,-,FAIL,1934
List of Lists,flatten,56,12,1.5,18,221
List of Lists,length,108,12,12.0,33,2873
Binary Tree,size,35,13,1.6,10,377
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,copy,49,12,3.8,17,850
Binary Tree,flatten to dll in place,60,5,11.4,19,3670
BST,insert,FAIL,21,-,FAIL,192
BST,rotate left,15,74,9.7,5,1825
BST,delete root,FAIL,41,-,FAIL,1956
BST,from list,FAIL,15,-,FAIL,337
Rose Tree,flatten,FAIL,10,-,FAIL,5786
Packed Tree,pack,FAIL,36,-,FAIL,2972
