Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.7,3,50
Singly Linked List,deallocate,11,2,0.3,4,16
Singly Linked List,initialize,13,8,0.9,4,125
Singly Linked List,deallocate two,25,4,0.5,9,66
Singly Linked List,non-destructive append,63,21,5.8,21,2216
Singly Linked List,intersection,FAIL,16,-,FAIL,4022
Sorted list,insert,86,21,7.1,25,1102
Sorted list,reverse,36,9,2.5,11,386
Sorted list,merge,FAIL,23,-,FAIL,2134
Doubly Linked List,singleton,14,13,0.6,5,53
Doubly Linked List,append,32,20,4.1,10,1310
Doubly Linked List,delete,67,18,6.6,19,1328
List of Lists,flatten,66,12,1.9,22,385
List of Lists,length,FAIL,12,-,FAIL,4275
Binary Tree,size,32,13,1.3,9,226
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,copy,46,12,3.6,16,1059
Binary Tree,flatten to dll in place,48,5,13.1,15,4299
BST,insert,FAIL,21,-,FAIL,2930
BST,rotate left,15,74,11.1,5,2138
BST,delete root,FAIL,41,-,FAIL,1974
BST,from list,FAIL,15,-,FAIL,2049
Rose Tree,flatten,FAIL,10,-,FAIL,4526
Packed Tree,pack,FAIL,36,-,FAIL,3082
