Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,FAIL,9,-,FAIL,26
Singly Linked List,deallocate,11,2,0.3,4,16
Singly Linked List,initialize,13,8,1.0,4,121
Singly Linked List,deallocate two,25,4,0.7,9,66
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,3029
Singly Linked List,intersection,FAIL,16,-,FAIL,3634
Sorted list,insert,FAIL,21,-,FAIL,89
Sorted list,reverse,36,9,2.7,11,468
Sorted list,merge,FAIL,23,-,FAIL,2127
Doubly Linked List,singleton,14,13,0.5,5,44
Doubly Linked List,append,57,20,5.0,19,2295
Doubly Linked List,delete,FAIL,18,-,FAIL,3072
List of Lists,flatten,81,12,2.2,27,441
List of Lists,length,86,12,13.1,27,3465
Binary Tree,size,35,13,1.9,10,544
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,copy,FAIL,12,-,FAIL,3369
Binary Tree,flatten to dll in place,54,5,4.1,17,1227
BST,insert,FAIL,21,-,FAIL,259
BST,rotate left,FAIL,74,-,FAIL,3774
BST,delete root,FAIL,41,-,FAIL,2652
BST,from list,FAIL,15,-,FAIL,408
Rose Tree,flatten,FAIL,10,-,FAIL,6017
Packed Tree,pack,FAIL,36,-,FAIL,3743
