Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,FAIL,9,-,FAIL,26
Singly Linked List,deallocate,11,2,0.4,4,16
Singly Linked List,initialize,13,8,0.9,4,109
Singly Linked List,deallocate two,25,4,0.7,9,66
Singly Linked List,non-destructive append,63,21,6.5,21,2452
Singly Linked List,intersection,FAIL,16,-,FAIL,2980
Sorted list,insert,FAIL,21,-,FAIL,75
Sorted list,reverse,36,9,1.5,11,183
Sorted list,merge,FAIL,23,-,FAIL,2391
Doubly Linked List,singleton,14,13,0.5,5,36
Doubly Linked List,append,44,20,4.6,14,2093
Doubly Linked List,delete,FAIL,18,-,FAIL,2382
List of Lists,flatten,94,12,2.8,31,548
List of Lists,length,86,12,10.7,27,2997
Binary Tree,size,35,13,1.6,10,249
Binary Tree,deallocate,16,2,0.5,6,26
Binary Tree,copy,46,12,3.1,16,905
Binary Tree,flatten to dll in place,54,5,12.4,17,3953
BST,insert,FAIL,21,-,FAIL,232
BST,rotate left,15,74,8.8,5,2180
BST,delete root,FAIL,41,-,FAIL,3067
BST,from list,FAIL,15,-,FAIL,369
Rose Tree,flatten,FAIL,10,-,FAIL,5863
Packed Tree,pack,FAIL,36,-,FAIL,3083
