Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.5,3,29
Singly Linked List,deallocate,11,2,0.3,4,16
Singly Linked List,initialize,13,8,0.9,4,96
Singly Linked List,deallocate two,25,4,0.7,9,66
Singly Linked List,non-destructive append,63,21,5.5,21,2077
Singly Linked List,intersection,FAIL,16,-,FAIL,3193
Sorted list,insert,86,21,3.9,25,521
Sorted list,reverse,36,9,2.1,11,291
Sorted list,merge,FAIL,23,-,FAIL,1997
Doubly Linked List,singleton,14,13,0.5,5,38
Doubly Linked List,append,32,20,3.2,10,961
Doubly Linked List,delete,67,18,4.7,19,1039
List of Lists,flatten,57,12,1.6,19,259
List of Lists,length,FAIL,12,-,FAIL,3718
Binary Tree,size,32,13,1.3,9,194
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,copy,46,12,3.0,16,864
Binary Tree,flatten to dll in place,48,5,3.6,15,1059
BST,insert,FAIL,21,-,FAIL,2611
BST,rotate left,FAIL,74,-,FAIL,5924
BST,delete root,FAIL,41,-,FAIL,2707
BST,from list,FAIL,15,-,FAIL,2424
Rose Tree,flatten,FAIL,10,-,FAIL,4318
Packed Tree,pack,FAIL,36,-,FAIL,3146
