Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.7,3,55
Singly Linked List,min,FAIL,22,-,FAIL,7971
Singly Linked List,singleton,FAIL,12,-,FAIL,284
Singly Linked List,initialize,13,8,2.9,4,1562
Singly Linked List,delete,FAIL,16,-,FAIL,5216
Singly Linked List,intersection,FAIL,16,-,FAIL,4900
Doubly Linked List,singleton,FAIL,13,-,FAIL,284
Doubly Linked List,single to double,60,11,9.6,21,4594
List of Lists,length,FAIL,12,-,FAIL,2869
Binary Tree,size,FAIL,13,-,FAIL,11059
Binary Tree,deallocate,16,2,0.9,6,121
Binary Tree,flatten w/append,FAIL,10,-,FAIL,5023
Binary Tree,flatten w/acc,73,17,7.3,25,3115
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,6010
BST,rotate left,FAIL,74,-,FAIL,4117
BST,rotate right,FAIL,74,-,FAIL,3933
BST,delete root,FAIL,41,-,FAIL,3323
BST,to sorted list,FAIL,15,-,FAIL,4631
Rose Tree,deallocate,24,2,1.7,9,382
Rose Tree,flatten,FAIL,10,-,FAIL,3918
Packed Tree,pack,FAIL,36,-,FAIL,2282
Packed Tree,unpack,FAIL,25,-,FAIL,2572
