Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.9,3,74
Singly Linked List,min,FAIL,22,-,FAIL,8271
Singly Linked List,singleton,FAIL,12,-,FAIL,416
Singly Linked List,initialize,13,8,2.9,4,1639
Singly Linked List,delete,FAIL,16,-,FAIL,5959
Singly Linked List,intersection,FAIL,16,-,FAIL,8003
Doubly Linked List,singleton,FAIL,13,-,FAIL,444
Doubly Linked List,single to double,60,11,10.3,21,5635
List of Lists,length,FAIL,12,-,FAIL,2576
Binary Tree,size,FAIL,13,-,FAIL,11725
Binary Tree,deallocate,16,2,1.0,6,121
Binary Tree,flatten w/append,48,10,6.7,17,2940
Binary Tree,flatten w/acc,73,17,6.1,25,2474
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,6396
BST,rotate left,FAIL,74,-,FAIL,6905
BST,rotate right,FAIL,74,-,FAIL,7313
BST,delete root,FAIL,41,-,FAIL,3728
BST,to sorted list,FAIL,15,-,FAIL,5765
Rose Tree,deallocate,24,2,1.4,9,204
Rose Tree,flatten,FAIL,10,-,FAIL,5973
Packed Tree,pack,FAIL,36,-,FAIL,2287
Packed Tree,unpack,FAIL,25,-,FAIL,2703
