Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.5,3,29
Singly Linked List,min,50,22,3.7,14,582
Singly Linked List,singleton,11,12,0.6,4,39
Singly Linked List,initialize,13,8,0.9,4,102
Singly Linked List,delete,51,16,1.9,16,307
Singly Linked List,intersection,FAIL,16,-,FAIL,4255
Doubly Linked List,singleton,14,13,0.5,5,41
Doubly Linked List,single to double,66,11,1.6,23,236
List of Lists,length,73,12,6.3,23,2162
Binary Tree,size,32,13,1.7,9,441
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,flatten w/append,48,10,1.0,17,130
Binary Tree,flatten w/acc,63,17,1.4,21,194
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,5118
BST,rotate left,15,74,6.7,5,1109
BST,rotate right,15,74,5.0,5,832
BST,delete root,54,41,11.4,18,2075
BST,to sorted list,136,15,7.7,40,1047
Rose Tree,deallocate,24,2,0.6,9,47
Rose Tree,flatten,93,10,9.9,30,2972
Packed Tree,pack,FAIL,36,-,FAIL,3001
Packed Tree,unpack,FAIL,25,-,FAIL,2997
