Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.5,3,30
Singly Linked List,min,112,22,5.2,32,775
Singly Linked List,singleton,11,12,0.5,4,37
Singly Linked List,initialize,13,8,0.8,4,106
Singly Linked List,delete,51,16,2.3,16,336
Singly Linked List,intersection,FAIL,16,-,FAIL,5164
Doubly Linked List,singleton,14,13,0.5,5,41
Doubly Linked List,single to double,66,11,1.6,23,259
List of Lists,length,FAIL,12,-,FAIL,3161
Binary Tree,size,32,13,1.3,9,229
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,flatten w/append,48,10,1.7,17,301
Binary Tree,flatten w/acc,63,17,1.8,21,323
Binary Tree,flatten to dll in place,51,5,4.7,16,1691
BST,rotate left,15,74,7.2,5,1977
BST,rotate right,15,74,4.5,5,1127
BST,delete root,FAIL,41,-,FAIL,3562
BST,to sorted list,FAIL,15,-,FAIL,4438
Rose Tree,deallocate,24,2,0.6,9,47
Rose Tree,flatten,FAIL,10,-,FAIL,6072
Packed Tree,pack,FAIL,36,-,FAIL,2793
Packed Tree,unpack,FAIL,25,-,FAIL,3014
