Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.7,3,50
Singly Linked List,min,60,22,5.3,17,838
Singly Linked List,singleton,11,12,0.7,4,58
Singly Linked List,initialize,13,8,1.0,4,126
Singly Linked List,delete,48,16,3.4,15,494
Singly Linked List,intersection,FAIL,16,-,FAIL,3808
Doubly Linked List,singleton,14,13,0.7,5,60
Doubly Linked List,single to double,66,11,1.8,23,272
List of Lists,length,68,12,8.2,21,2486
Binary Tree,size,32,13,2.1,9,444
Binary Tree,deallocate,16,2,0.5,6,26
Binary Tree,flatten w/append,48,10,1.3,17,153
Binary Tree,flatten w/acc,63,17,1.7,21,248
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,4373
BST,rotate left,FAIL,74,-,FAIL,2982
BST,rotate right,FAIL,74,-,FAIL,2871
BST,delete root,FAIL,41,-,FAIL,2579
BST,to sorted list,67,15,12.1,21,2706
Rose Tree,deallocate,24,2,0.7,9,47
Rose Tree,flatten,107,10,13.6,35,3964
Packed Tree,pack,FAIL,36,-,FAIL,3207
Packed Tree,unpack,FAIL,25,-,FAIL,2778
