Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.5,3,29
Singly Linked List,min,73,22,5.0,18,747
Singly Linked List,singleton,11,12,0.5,4,40
Singly Linked List,initialize,13,8,0.9,4,107
Singly Linked List,delete,41,16,2.1,12,332
Singly Linked List,intersection,FAIL,16,-,FAIL,3821
Doubly Linked List,singleton,14,13,0.5,5,44
Doubly Linked List,single to double,66,11,1.5,23,261
List of Lists,length,FAIL,12,-,FAIL,3520
Binary Tree,size,32,13,1.6,9,315
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,flatten w/append,48,10,1.0,17,134
Binary Tree,flatten w/acc,63,17,1.4,21,220
Binary Tree,flatten to dll in place,51,5,3.0,16,900
BST,rotate left,FAIL,74,-,FAIL,3474
BST,rotate right,FAIL,74,-,FAIL,2919
BST,delete root,FAIL,41,-,FAIL,2107
BST,to sorted list,104,15,9.5,30,2449
Rose Tree,deallocate,24,2,0.6,9,47
Rose Tree,flatten,80,10,12.8,25,5271
Packed Tree,pack,FAIL,36,-,FAIL,3053
Packed Tree,unpack,FAIL,25,-,FAIL,2941
