Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.7,3,55
Singly Linked List,min,FAIL,22,-,FAIL,7429
Singly Linked List,singleton,FAIL,12,-,FAIL,215
Singly Linked List,initialize,13,8,2.9,4,1555
Singly Linked List,delete,FAIL,16,-,FAIL,2881
Singly Linked List,intersection,FAIL,16,-,FAIL,5479
Doubly Linked List,singleton,FAIL,13,-,FAIL,215
Doubly Linked List,single to double,FAIL,11,-,FAIL,682
List of Lists,length,FAIL,12,-,FAIL,2891
Binary Tree,size,FAIL,13,-,FAIL,11280
Binary Tree,deallocate,16,2,0.9,6,121
Binary Tree,flatten w/append,FAIL,10,-,FAIL,2936
Binary Tree,flatten w/acc,FAIL,17,-,FAIL,5348
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,5848
BST,rotate left,FAIL,74,-,FAIL,7013
BST,rotate right,FAIL,74,-,FAIL,7209
BST,delete root,FAIL,41,-,FAIL,2318
BST,to sorted list,FAIL,15,-,FAIL,5910
Rose Tree,deallocate,24,2,1.3,9,204
Rose Tree,flatten,FAIL,10,-,FAIL,281
Packed Tree,pack,FAIL,36,-,FAIL,2254
Packed Tree,unpack,FAIL,25,-,FAIL,2512
