Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,1.0,3,85
Singly Linked List,min,FAIL,22,-,FAIL,6295
Singly Linked List,singleton,FAIL,12,-,FAIL,178
Singly Linked List,initialize,13,8,2.7,4,1167
Singly Linked List,delete,FAIL,16,-,FAIL,2844
Singly Linked List,intersection,FAIL,16,-,FAIL,4288
Doubly Linked List,singleton,FAIL,13,-,FAIL,178
Doubly Linked List,single to double,FAIL,11,-,FAIL,624
List of Lists,length,FAIL,12,-,FAIL,3280
Binary Tree,size,FAIL,13,-,FAIL,12427
Binary Tree,deallocate,16,2,1.0,6,121
Binary Tree,flatten w/append,FAIL,10,-,FAIL,2951
Binary Tree,flatten w/acc,FAIL,17,-,FAIL,5087
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,4807
BST,rotate left,FAIL,74,-,FAIL,7251
BST,rotate right,FAIL,74,-,FAIL,6762
BST,delete root,FAIL,41,-,FAIL,2128
BST,to sorted list,FAIL,15,-,FAIL,6157
Rose Tree,deallocate,24,2,1.5,9,206
Rose Tree,flatten,FAIL,10,-,FAIL,304
Packed Tree,pack,FAIL,36,-,FAIL,2273
Packed Tree,unpack,FAIL,25,-,FAIL,2335
