Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,FAIL,9,-,FAIL,22
Singly Linked List,min,FAIL,22,-,FAIL,364
Singly Linked List,singleton,11,12,0.5,4,30
Singly Linked List,initialize,13,8,1.0,4,93
Singly Linked List,delete,FAIL,16,-,FAIL,510
Singly Linked List,intersection,FAIL,16,-,FAIL,2657
Doubly Linked List,singleton,14,13,0.5,5,33
Doubly Linked List,single to double,69,11,1.7,24,192
List of Lists,length,FAIL,12,-,FAIL,3593
Binary Tree,size,32,13,1.4,9,169
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,flatten w/append,51,10,1.1,18,120
Binary Tree,flatten w/acc,66,17,1.4,22,199
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,5208
BST,rotate left,FAIL,74,-,FAIL,147
BST,rotate right,FAIL,74,-,FAIL,147
BST,delete root,FAIL,41,-,FAIL,1687
BST,to sorted list,67,15,7.6,21,1337
Rose Tree,deallocate,24,2,0.7,9,47
Rose Tree,flatten,86,10,3.4,27,543
Packed Tree,pack,FAIL,36,-,FAIL,3108
Packed Tree,unpack,FAIL,25,-,FAIL,2745
