Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.6,3,33
Singly Linked List,min,41,22,4.6,11,770
Singly Linked List,singleton,11,12,0.5,4,35
Singly Linked List,initialize,13,8,0.9,4,119
Singly Linked List,delete,41,16,2.2,12,337
Singly Linked List,intersection,FAIL,16,-,FAIL,3865
Doubly Linked List,singleton,14,13,0.5,5,36
Doubly Linked List,single to double,69,11,1.7,24,280
List of Lists,length,FAIL,12,-,FAIL,3429
Binary Tree,size,32,13,1.6,9,271
Binary Tree,deallocate,16,2,0.5,6,26
Binary Tree,flatten w/append,51,10,1.7,18,310
Binary Tree,flatten w/acc,66,17,2.0,22,365
Binary Tree,flatten to dll in place,51,5,5.2,16,1832
BST,rotate left,FAIL,74,-,FAIL,2925
BST,rotate right,FAIL,74,-,FAIL,2743
BST,delete root,FAIL,41,-,FAIL,2577
BST,to sorted list,67,15,14.7,21,3939
Rose Tree,deallocate,24,2,0.7,9,47
Rose Tree,flatten,FAIL,10,-,FAIL,5530
Packed Tree,pack,FAIL,36,-,FAIL,3144
Packed Tree,unpack,72,25,7.1,23,1663
