Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.7,3,62
Singly Linked List,min,FAIL,22,-,FAIL,5410
Singly Linked List,singleton,FAIL,12,-,FAIL,278
Singly Linked List,initialize,FAIL,8,-,FAIL,9960
Singly Linked List,delete,FAIL,16,-,FAIL,4606
Singly Linked List,intersection,FAIL,16,-,FAIL,7289
Doubly Linked List,singleton,FAIL,13,-,FAIL,278
Doubly Linked List,single to double,FAIL,11,-,FAIL,1026
List of Lists,length,FAIL,12,-,FAIL,2600
Binary Tree,size,FAIL,13,-,FAIL,7287
Binary Tree,deallocate,16,2,1.1,6,121
Binary Tree,flatten w/append,FAIL,10,-,FAIL,7379
Binary Tree,flatten w/acc,FAIL,17,-,FAIL,5260
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,5316
BST,rotate left,FAIL,74,-,FAIL,5483
BST,rotate right,FAIL,74,-,FAIL,5495
BST,delete root,FAIL,41,-,FAIL,2705
BST,to sorted list,FAIL,15,-,FAIL,6366
Rose Tree,deallocate,24,2,1.6,9,204
Rose Tree,flatten,FAIL,10,-,FAIL,324
Packed Tree,pack,FAIL,36,-,FAIL,2310
Packed Tree,unpack,FAIL,25,-,FAIL,2501
