Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,FAIL,9,-,FAIL,27
Singly Linked List,min,FAIL,22,-,FAIL,475
Singly Linked List,singleton,11,12,0.6,4,41
Singly Linked List,initialize,13,8,1.0,4,95
Singly Linked List,delete,FAIL,16,-,FAIL,815
Singly Linked List,intersection,FAIL,16,-,FAIL,3260
Doubly Linked List,singleton,14,13,0.6,5,45
Doubly Linked List,single to double,66,11,1.6,23,225
List of Lists,length,FAIL,12,-,FAIL,3715
Binary Tree,size,32,13,1.5,9,201
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,flatten w/append,48,10,1.9,17,329
Binary Tree,flatten w/acc,63,17,1.9,21,301
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,4594
BST,rotate left,FAIL,74,-,FAIL,163
BST,rotate right,FAIL,74,-,FAIL,163
BST,delete root,FAIL,41,-,FAIL,1297
BST,to sorted list,FAIL,15,-,FAIL,4076
Rose Tree,deallocate,24,2,0.6,9,47
Rose Tree,flatten,93,10,6.4,30,2205
Packed Tree,pack,FAIL,36,-,FAIL,3114
Packed Tree,unpack,72,25,7.4,23,1678
