Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.5,3,37
Singly Linked List,min,FAIL,22,-,FAIL,4810
Singly Linked List,singleton,FAIL,12,-,FAIL,245
Singly Linked List,initialize,13,8,6.9,4,5088
Singly Linked List,delete,FAIL,16,-,FAIL,3065
Singly Linked List,intersection,FAIL,16,-,FAIL,5001
Doubly Linked List,singleton,FAIL,13,-,FAIL,245
Doubly Linked List,single to double,FAIL,11,-,FAIL,975
List of Lists,length,FAIL,12,-,FAIL,2142
Binary Tree,size,FAIL,13,-,FAIL,7095
Binary Tree,deallocate,16,2,1.0,6,121
Binary Tree,flatten w/append,FAIL,10,-,FAIL,4810
Binary Tree,flatten w/acc,FAIL,17,-,FAIL,7101
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,5604
BST,rotate left,FAIL,74,-,FAIL,6565
BST,rotate right,FAIL,74,-,FAIL,6294
BST,delete root,FAIL,41,-,FAIL,2391
BST,to sorted list,FAIL,15,-,FAIL,6936
Rose Tree,deallocate,24,2,1.5,9,206
Rose Tree,flatten,FAIL,10,-,FAIL,360
Packed Tree,pack,FAIL,36,-,FAIL,2310
Packed Tree,unpack,FAIL,25,-,FAIL,2535
