Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.5,3,25
Singly Linked List,min,41,22,4.4,11,544
Singly Linked List,singleton,11,12,0.5,4,30
Singly Linked List,initialize,13,8,1.0,4,93
Singly Linked List,delete,41,16,2.0,12,242
Singly Linked List,intersection,FAIL,16,-,FAIL,3516
Doubly Linked List,singleton,14,13,0.6,5,33
Doubly Linked List,single to double,69,11,1.6,24,187
List of Lists,length,FAIL,12,-,FAIL,2693
Binary Tree,size,32,13,1.4,9,171
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,flatten w/append,51,10,1.7,18,266
Binary Tree,flatten w/acc,66,17,1.9,22,291
Binary Tree,flatten to dll in place,51,5,4.4,16,1219
BST,rotate left,15,74,6.9,5,706
BST,rotate right,15,74,5.8,5,566
BST,delete root,FAIL,41,-,FAIL,1141
BST,to sorted list,67,15,9.9,21,1778
Rose Tree,deallocate,24,2,0.7,9,47
Rose Tree,flatten,FAIL,10,-,FAIL,5188
Packed Tree,pack,FAIL,36,-,FAIL,2947
Packed Tree,unpack,72,25,8.8,23,1882
