Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.8,3,73
Singly Linked List,min,FAIL,22,-,FAIL,6599
Singly Linked List,singleton,FAIL,12,-,FAIL,233
Singly Linked List,initialize,13,8,3.1,4,1596
Singly Linked List,delete,FAIL,16,-,FAIL,5052
Singly Linked List,intersection,FAIL,16,-,FAIL,5105
Doubly Linked List,singleton,FAIL,13,-,FAIL,233
Doubly Linked List,single to double,66,11,12.2,23,3859
List of Lists,length,FAIL,12,-,FAIL,2344
Binary Tree,size,FAIL,13,-,FAIL,9494
Binary Tree,deallocate,16,2,0.9,6,121
Binary Tree,flatten w/append,48,10,3.6,17,1103
Binary Tree,flatten w/acc,73,17,10.1,25,3712
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,4280
BST,rotate left,FAIL,74,-,FAIL,4447
BST,rotate right,FAIL,74,-,FAIL,6393
BST,delete root,FAIL,41,-,FAIL,2615
BST,to sorted list,FAIL,15,-,FAIL,5137
Rose Tree,deallocate,24,2,1.3,9,204
Rose Tree,flatten,FAIL,10,-,FAIL,5433
Packed Tree,pack,FAIL,36,-,FAIL,2152
Packed Tree,unpack,FAIL,25,-,FAIL,2363
