Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.8,3,59
Singly Linked List,min,FAIL,22,-,FAIL,3467
Singly Linked List,singleton,FAIL,12,-,FAIL,142
Singly Linked List,initialize,13,8,3.2,4,1535
Singly Linked List,delete,FAIL,16,-,FAIL,5630
Singly Linked List,intersection,FAIL,16,-,FAIL,4008
Doubly Linked List,singleton,FAIL,13,-,FAIL,142
Doubly Linked List,single to double,FAIL,11,-,FAIL,1006
List of Lists,length,FAIL,12,-,FAIL,2470
Binary Tree,size,FAIL,13,-,FAIL,3486
Binary Tree,deallocate,16,2,0.9,6,116
Binary Tree,flatten w/append,FAIL,10,-,FAIL,4751
Binary Tree,flatten w/acc,FAIL,17,-,FAIL,4699
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,5817
BST,rotate left,FAIL,74,-,FAIL,5921
BST,rotate right,FAIL,74,-,FAIL,5681
BST,delete root,FAIL,41,-,FAIL,1933
BST,to sorted list,FAIL,15,-,FAIL,2816
Rose Tree,deallocate,24,2,1.1,9,127
Rose Tree,flatten,FAIL,10,-,FAIL,431
Packed Tree,pack,FAIL,36,-,FAIL,2173
Packed Tree,unpack,FAIL,25,-,FAIL,2422
