Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.7,3,41
Singly Linked List,min,61,22,5.4,16,719
Singly Linked List,singleton,11,12,0.6,4,44
Singly Linked List,initialize,13,8,1.2,4,138
Singly Linked List,delete,48,16,3.1,15,500
Singly Linked List,intersection,FAIL,16,-,FAIL,3747
Doubly Linked List,singleton,14,13,0.6,5,46
Doubly Linked List,single to double,66,11,1.8,23,255
List of Lists,length,95,12,11.8,30,2912
Binary Tree,size,35,13,2.0,10,495
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,flatten w/append,48,10,1.1,17,133
Binary Tree,flatten w/acc,63,17,1.5,21,201
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,3275
BST,rotate left,FAIL,74,-,FAIL,6462
BST,rotate right,FAIL,74,-,FAIL,4647
BST,delete root,FAIL,41,-,FAIL,2210
BST,to sorted list,FAIL,15,-,FAIL,3013
Rose Tree,deallocate,24,2,0.6,9,47
Rose Tree,flatten,FAIL,10,-,FAIL,3940
Packed Tree,pack,FAIL,36,-,FAIL,2966
Packed Tree,unpack,FAIL,25,-,FAIL,3121
