Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.8,3,73
Singly Linked List,min,FAIL,22,-,FAIL,7170
Singly Linked List,singleton,FAIL,12,-,FAIL,180
Singly Linked List,initialize,13,8,3.6,4,1591
Singly Linked List,delete,FAIL,16,-,FAIL,5771
Singly Linked List,intersection,FAIL,16,-,FAIL,6385
Doubly Linked List,singleton,FAIL,13,-,FAIL,180
Doubly Linked List,single to double,FAIL,11,-,FAIL,4093
List of Lists,length,FAIL,12,-,FAIL,2327
Binary Tree,size,FAIL,13,-,FAIL,2828
Binary Tree,deallocate,16,2,0.8,6,82
Binary Tree,flatten w/append,48,10,9.8,17,3074
Binary Tree,flatten w/acc,FAIL,17,-,FAIL,5507
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,4041
BST,rotate left,FAIL,74,-,FAIL,7513
BST,rotate right,FAIL,74,-,FAIL,7238
BST,delete root,FAIL,41,-,FAIL,4790
BST,to sorted list,FAIL,15,-,FAIL,3230
Rose Tree,deallocate,24,2,1.5,9,225
Rose Tree,flatten,FAIL,10,-,FAIL,4309
Packed Tree,pack,FAIL,36,-,FAIL,2210
Packed Tree,unpack,FAIL,25,-,FAIL,2244
