Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.5,3,25
Singly Linked List,min,101,22,5.7,31,820
Singly Linked List,singleton,11,12,0.6,4,40
Singly Linked List,initialize,13,8,0.9,4,118
Singly Linked List,delete,48,16,2.3,15,391
Singly Linked List,intersection,FAIL,16,-,FAIL,5029
Doubly Linked List,singleton,14,13,0.5,5,44
Doubly Linked List,single to double,66,11,1.6,23,275
List of Lists,length,FAIL,12,-,FAIL,3663
Binary Tree,size,35,13,1.4,10,240
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,flatten w/append,48,10,1.1,17,142
Binary Tree,flatten w/acc,63,17,1.5,21,234
Binary Tree,flatten to dll in place,54,5,4.8,17,1394
BST,rotate left,15,74,9.4,5,2369
BST,rotate right,15,74,6.5,5,1393
BST,delete root,FAIL,41,-,FAIL,1873
BST,to sorted list,FAIL,15,-,FAIL,3504
Rose Tree,deallocate,24,2,0.6,9,47
Rose Tree,flatten,FAIL,10,-,FAIL,5975
Packed Tree,pack,FAIL,36,-,FAIL,3148
Packed Tree,unpack,FAIL,25,-,FAIL,3062
