Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.6,3,29
Singly Linked List,min,FAIL,22,-,FAIL,112
Singly Linked List,singleton,11,12,0.6,4,37
Singly Linked List,initialize,13,8,0.8,4,85
Singly Linked List,delete,FAIL,16,-,FAIL,157
Singly Linked List,intersection,FAIL,16,-,FAIL,600
Doubly Linked List,singleton,14,13,0.6,5,39
Doubly Linked List,single to double,FAIL,11,-,FAIL,46
List of Lists,length,FAIL,12,-,FAIL,1176
Binary Tree,size,FAIL,13,-,FAIL,134
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,flatten w/append,FAIL,10,-,FAIL,40
Binary Tree,flatten w/acc,FAIL,17,-,FAIL,139
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,2954
BST,rotate left,FAIL,74,-,FAIL,2103
BST,rotate right,FAIL,74,-,FAIL,2213
BST,delete root,FAIL,41,-,FAIL,2005
BST,to sorted list,FAIL,15,-,FAIL,55
Rose Tree,deallocate,FAIL,2,-,FAIL,154
Rose Tree,flatten,FAIL,10,-,FAIL,150
Packed Tree,pack,FAIL,36,-,FAIL,3021
Packed Tree,unpack,FAIL,25,-,FAIL,387
