Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Singly Linked List,length,FAIL,15,-,FAIL,72
Singly Linked List,max,FAIL,22,-,FAIL,93
Singly Linked List,delete,FAIL,16,-,FAIL,90
Singly Linked List,deallocate two,25,4,3.5,9,69
Singly Linked List,append three,FAIL,21,-,FAIL,105
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,131
Singly Linked List,difference,FAIL,14,-,FAIL,103
Sorted list,insert,FAIL,21,-,FAIL,98
Sorted list,merge,FAIL,23,-,FAIL,100
List of Lists,length,FAIL,12,-,FAIL,126
Binary Tree,deallocate,16,2,2.0,6,26
Binary Tree,deallocate two,FAIL,4,-,FAIL,169
BST,rotate right,FAIL,74,-,FAIL,87
BST,find min,FAIL,25,-,FAIL,93
BST,find max,FAIL,25,-,FAIL,95
BST,delete root,FAIL,41,-,FAIL,86
BST,to sorted list,FAIL,15,-,FAIL,53
Rose Tree,copy,FAIL,12,-,FAIL,140
Packed Tree,unpack,FAIL,25,-,FAIL,144
