Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Singly Linked List,length,FAIL,15,-,FAIL,110
Singly Linked List,max,FAIL,22,-,FAIL,96
Singly Linked List,delete,FAIL,16,-,FAIL,95
Singly Linked List,deallocate two,25,4,3.2,9,66
Singly Linked List,append three,FAIL,21,-,FAIL,121
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,149
Singly Linked List,difference,FAIL,14,-,FAIL,98
Sorted list,insert,FAIL,21,-,FAIL,136
Sorted list,merge,FAIL,23,-,FAIL,98
List of Lists,length,FAIL,12,-,FAIL,185
Binary Tree,deallocate,16,2,2.2,6,26
Binary Tree,deallocate two,FAIL,4,-,FAIL,166
BST,rotate right,FAIL,74,-,FAIL,123
BST,find min,FAIL,25,-,FAIL,135
BST,find max,FAIL,25,-,FAIL,123
BST,delete root,FAIL,41,-,FAIL,95
BST,to sorted list,FAIL,15,-,FAIL,117
Rose Tree,copy,FAIL,12,-,FAIL,198
Packed Tree,unpack,FAIL,25,-,FAIL,191
