Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Singly Linked List,length,21,15,4.4,6,174
Singly Linked List,max,FAIL,22,-,FAIL,175
Singly Linked List,delete,FAIL,16,-,FAIL,189
Singly Linked List,deallocate two,25,4,2.0,9,66
Singly Linked List,append three,FAIL,21,-,FAIL,257
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,271
Singly Linked List,difference,FAIL,14,-,FAIL,179
Sorted list,insert,FAIL,21,-,FAIL,222
Sorted list,merge,FAIL,23,-,FAIL,194
List of Lists,length,FAIL,12,-,FAIL,235
Binary Tree,deallocate,16,2,1.9,6,26
Binary Tree,deallocate two,47,4,3.3,16,213
BST,rotate right,FAIL,74,-,FAIL,148
BST,find min,FAIL,25,-,FAIL,236
BST,find max,FAIL,25,-,FAIL,217
BST,delete root,FAIL,41,-,FAIL,184
BST,to sorted list,FAIL,15,-,FAIL,214
Rose Tree,copy,FAIL,12,-,FAIL,235
Packed Tree,unpack,FAIL,25,-,FAIL,245
