Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Singly Linked List,length,21,15,3.7,6,122
Singly Linked List,max,FAIL,22,-,FAIL,157
Singly Linked List,delete,FAIL,16,-,FAIL,146
Singly Linked List,deallocate two,25,4,2.4,9,66
Singly Linked List,append three,FAIL,21,-,FAIL,198
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,250
Singly Linked List,difference,FAIL,14,-,FAIL,190
Sorted list,insert,FAIL,21,-,FAIL,64
Sorted list,merge,FAIL,23,-,FAIL,186
List of Lists,length,FAIL,12,-,FAIL,227
Binary Tree,deallocate,16,2,1.7,6,26
Binary Tree,deallocate two,47,4,4.1,16,213
BST,rotate right,FAIL,74,-,FAIL,187
BST,find min,FAIL,25,-,FAIL,186
BST,find max,FAIL,25,-,FAIL,177
BST,delete root,FAIL,41,-,FAIL,164
BST,to sorted list,FAIL,15,-,FAIL,219
Rose Tree,copy,FAIL,12,-,FAIL,241
Packed Tree,unpack,FAIL,25,-,FAIL,218
