Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Singly Linked List,length,21,15,0.9,6,157
Singly Linked List,max,109,22,3.8,31,703
Singly Linked List,delete,48,16,1.7,15,365
Singly Linked List,deallocate two,25,4,0.5,9,66
Singly Linked List,append three,96,21,2.4,31,785
Singly Linked List,non-destructive append,63,21,4.7,21,2048
Singly Linked List,difference,FAIL,14,-,FAIL,1716
Sorted list,insert,93,21,3.6,28,860
Sorted list,merge,FAIL,23,-,FAIL,986
List of Lists,length,FAIL,12,-,FAIL,1651
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,deallocate two,47,4,0.9,16,213
BST,rotate right,15,74,4.3,5,1231
BST,find min,FAIL,25,-,FAIL,1275
BST,find max,FAIL,25,-,FAIL,1274
BST,delete root,FAIL,41,-,FAIL,993
BST,to sorted list,FAIL,15,-,FAIL,1059
Rose Tree,copy,FAIL,12,-,FAIL,2156
Packed Tree,unpack,72,25,3.5,23,1031
