Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Singly Linked List,length,21,15,0.9,6,145
Singly Linked List,max,FAIL,22,-,FAIL,859
Singly Linked List,delete,41,16,2.0,12,423
Singly Linked List,deallocate two,25,4,0.5,9,68
Singly Linked List,append three,48,21,2.4,14,835
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,1872
Singly Linked List,difference,FAIL,14,-,FAIL,1742
Sorted list,insert,FAIL,21,-,FAIL,66
Sorted list,merge,FAIL,23,-,FAIL,790
List of Lists,length,FAIL,12,-,FAIL,1300
Binary Tree,deallocate,16,2,0.3,6,26
Binary Tree,deallocate two,47,4,1.0,16,213
BST,rotate right,FAIL,74,-,FAIL,1509
BST,find min,FAIL,25,-,FAIL,907
BST,find max,FAIL,25,-,FAIL,905
BST,delete root,FAIL,41,-,FAIL,485
BST,to sorted list,FAIL,15,-,FAIL,1305
Rose Tree,copy,FAIL,12,-,FAIL,1939
Packed Tree,unpack,72,25,4.0,23,1009
