Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Singly Linked List,length,21,15,3.2,6,1613
Singly Linked List,max,FAIL,22,-,FAIL,1835
Singly Linked List,delete,FAIL,16,-,FAIL,2609
Singly Linked List,deallocate two,25,4,1.0,9,272
Singly Linked List,append three,FAIL,21,-,FAIL,2000
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,2459
Singly Linked List,difference,FAIL,14,-,FAIL,2238
Sorted list,insert,FAIL,21,-,FAIL,1325
Sorted list,merge,FAIL,23,-,FAIL,1297
List of Lists,length,FAIL,12,-,FAIL,1356
Binary Tree,deallocate,16,2,0.7,6,121
Binary Tree,deallocate two,FAIL,4,-,FAIL,3268
BST,rotate right,FAIL,74,-,FAIL,934
BST,find min,FAIL,25,-,FAIL,1267
BST,find max,FAIL,25,-,FAIL,1250
BST,delete root,FAIL,41,-,FAIL,1007
BST,to sorted list,FAIL,15,-,FAIL,1734
Rose Tree,copy,FAIL,12,-,FAIL,2586
Packed Tree,unpack,FAIL,25,-,FAIL,1765
