Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Singly Linked List,length,21,15,0.9,6,152
Singly Linked List,max,FAIL,22,-,FAIL,721
Singly Linked List,delete,FAIL,16,-,FAIL,826
Singly Linked List,deallocate two,25,4,0.5,9,68
Singly Linked List,append three,81,21,2.8,26,1053
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,1692
Singly Linked List,difference,FAIL,14,-,FAIL,1604
Sorted list,insert,FAIL,21,-,FAIL,70
Sorted list,merge,FAIL,23,-,FAIL,1237
List of Lists,length,FAIL,12,-,FAIL,1475
Binary Tree,deallocate,16,2,0.3,6,26
Binary Tree,deallocate two,47,4,0.9,16,263
BST,rotate right,FAIL,74,-,FAIL,1363
BST,find min,FAIL,25,-,FAIL,1190
BST,find max,FAIL,25,-,FAIL,1130
BST,delete root,FAIL,41,-,FAIL,1007
BST,to sorted list,FAIL,15,-,FAIL,1371
Rose Tree,copy,FAIL,12,-,FAIL,2130
Packed Tree,unpack,72,25,4.4,23,1259
