Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Singly Linked List,length,21,15,4.2,6,162
Singly Linked List,max,FAIL,22,-,FAIL,185
Singly Linked List,delete,FAIL,16,-,FAIL,192
Singly Linked List,deallocate two,25,4,2.2,9,68
Singly Linked List,append three,FAIL,21,-,FAIL,216
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,250
Singly Linked List,difference,FAIL,14,-,FAIL,217
Sorted list,insert,FAIL,21,-,FAIL,150
Sorted list,merge,FAIL,23,-,FAIL,176
List of Lists,length,FAIL,12,-,FAIL,216
Binary Tree,deallocate,16,2,1.3,6,26
Binary Tree,deallocate two,47,4,3.8,16,213
BST,rotate right,FAIL,74,-,FAIL,166
BST,find min,FAIL,25,-,FAIL,162
BST,find max,FAIL,25,-,FAIL,166
BST,delete root,FAIL,41,-,FAIL,180
BST,to sorted list,FAIL,15,-,FAIL,187
Rose Tree,copy,FAIL,12,-,FAIL,249
Packed Tree,unpack,FAIL,25,-,FAIL,224
