Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Singly Linked List,length,21,15,0.9,6,144
Singly Linked List,max,FAIL,22,-,FAIL,1192
Singly Linked List,delete,FAIL,16,-,FAIL,795
Singly Linked List,deallocate two,25,4,0.4,9,66
Singly Linked List,append three,58,21,1.0,18,180
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,2024
Singly Linked List,difference,FAIL,14,-,FAIL,1329
Sorted list,insert,FAIL,21,-,FAIL,70
Sorted list,merge,FAIL,23,-,FAIL,998
List of Lists,length,FAIL,12,-,FAIL,1342
Binary Tree,deallocate,16,2,0.3,6,26
Binary Tree,deallocate two,47,4,0.7,16,201
BST,rotate right,FAIL,74,-,FAIL,1091
BST,find min,FAIL,25,-,FAIL,1027
BST,find max,FAIL,25,-,FAIL,1010
BST,delete root,FAIL,41,-,FAIL,710
BST,to sorted list,67,15,1.8,21,299
Rose Tree,copy,FAIL,12,-,FAIL,1963
Packed Tree,unpack,FAIL,25,-,FAIL,1487
