Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Singly Linked List,length,21,15,3.2,6,1922
Singly Linked List,max,FAIL,22,-,FAIL,2998
Singly Linked List,delete,FAIL,16,-,FAIL,2554
Singly Linked List,deallocate two,25,4,0.5,9,68
Singly Linked List,append three,FAIL,21,-,FAIL,2811
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,3801
Singly Linked List,difference,FAIL,14,-,FAIL,3798
Sorted list,insert,FAIL,21,-,FAIL,2997
Sorted list,merge,FAIL,23,-,FAIL,1461
List of Lists,length,FAIL,12,-,FAIL,810
Binary Tree,deallocate,16,2,0.3,6,26
Binary Tree,deallocate two,47,4,1.0,16,263
BST,rotate right,FAIL,74,-,FAIL,2925
BST,find min,FAIL,25,-,FAIL,2050
BST,find max,FAIL,25,-,FAIL,2035
BST,delete root,FAIL,41,-,FAIL,2093
BST,to sorted list,FAIL,15,-,FAIL,2096
Rose Tree,copy,FAIL,12,-,FAIL,2985
Packed Tree,unpack,FAIL,25,-,FAIL,3197
