Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Singly Linked List,length,FAIL,15,-,FAIL,94
Singly Linked List,max,FAIL,22,-,FAIL,71
Singly Linked List,delete,FAIL,16,-,FAIL,84
Singly Linked List,deallocate two,25,4,3.0,9,66
Singly Linked List,append three,FAIL,21,-,FAIL,118
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,123
Singly Linked List,difference,FAIL,14,-,FAIL,99
Sorted list,insert,FAIL,21,-,FAIL,63
Sorted list,merge,FAIL,23,-,FAIL,80
List of Lists,length,FAIL,12,-,FAIL,83
Binary Tree,deallocate,16,2,2.0,6,26
Binary Tree,deallocate two,FAIL,4,-,FAIL,168
BST,rotate right,FAIL,74,-,FAIL,62
BST,find min,FAIL,25,-,FAIL,56
BST,find max,FAIL,25,-,FAIL,54
BST,delete root,FAIL,41,-,FAIL,57
BST,to sorted list,FAIL,15,-,FAIL,72
Rose Tree,copy,FAIL,12,-,FAIL,117
Packed Tree,unpack,FAIL,25,-,FAIL,99
