Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Singly Linked List,length,21,15,0.9,6,152
Singly Linked List,max,67,22,3.1,18,583
Singly Linked List,delete,41,16,1.6,12,334
Singly Linked List,deallocate two,25,4,0.5,9,66
Singly Linked List,append three,55,21,2.0,16,579
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,1678
Singly Linked List,difference,FAIL,14,-,FAIL,1719
Sorted list,insert,86,21,2.7,25,541
Sorted list,merge,FAIL,23,-,FAIL,1140
List of Lists,length,FAIL,12,-,FAIL,1573
Binary Tree,deallocate,16,2,0.3,6,26
Binary Tree,deallocate two,47,4,0.9,16,213
BST,rotate right,FAIL,74,-,FAIL,1323
BST,find min,FAIL,25,-,FAIL,1186
BST,find max,FAIL,25,-,FAIL,1172
BST,delete root,FAIL,41,-,FAIL,1078
BST,to sorted list,FAIL,15,-,FAIL,1420
Rose Tree,copy,FAIL,12,-,FAIL,2150
Packed Tree,unpack,72,25,3.9,23,1227
