Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Singly Linked List,length,21,15,1.7,6,699
Singly Linked List,max,FAIL,22,-,FAIL,1981
Singly Linked List,delete,FAIL,16,-,FAIL,1239
Singly Linked List,deallocate two,25,4,0.5,9,66
Singly Linked List,append three,FAIL,21,-,FAIL,1628
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,2569
Singly Linked List,difference,FAIL,14,-,FAIL,1799
Sorted list,insert,FAIL,21,-,FAIL,343
Sorted list,merge,FAIL,23,-,FAIL,2027
List of Lists,length,FAIL,12,-,FAIL,2441
Binary Tree,deallocate,16,2,0.3,6,26
Binary Tree,deallocate two,47,4,1.0,16,213
BST,rotate right,FAIL,74,-,FAIL,1871
BST,find min,FAIL,25,-,FAIL,2737
BST,find max,FAIL,25,-,FAIL,2692
BST,delete root,FAIL,41,-,FAIL,1295
BST,to sorted list,FAIL,15,-,FAIL,2120
Rose Tree,copy,FAIL,12,-,FAIL,1829
Packed Tree,unpack,FAIL,25,-,FAIL,1437
