Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Singly Linked List,length,21,15,0.9,6,155
Singly Linked List,max,110,22,3.7,34,706
Singly Linked List,delete,48,16,1.6,15,362
Singly Linked List,deallocate two,25,4,0.5,9,66
Singly Linked List,append three,96,21,2.3,31,807
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,1793
Singly Linked List,difference,FAIL,14,-,FAIL,1798
Sorted list,insert,93,21,3.4,28,794
Sorted list,merge,FAIL,23,-,FAIL,1233
List of Lists,length,FAIL,12,-,FAIL,1808
Binary Tree,deallocate,16,2,0.3,6,26
Binary Tree,deallocate two,47,4,0.9,16,213
BST,rotate right,FAIL,74,-,FAIL,1491
BST,find min,FAIL,25,-,FAIL,1272
BST,find max,FAIL,25,-,FAIL,1266
BST,delete root,FAIL,41,-,FAIL,1137
BST,to sorted list,FAIL,15,-,FAIL,1103
Rose Tree,copy,FAIL,12,-,FAIL,2041
Packed Tree,unpack,FAIL,25,-,FAIL,1579
