Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Singly Linked List,length,FAIL,15,-,FAIL,2862
Singly Linked List,max,FAIL,22,-,FAIL,2671
Singly Linked List,delete,FAIL,16,-,FAIL,2401
Singly Linked List,deallocate two,25,4,1.2,9,210
Singly Linked List,append three,FAIL,21,-,FAIL,2295
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,2979
Singly Linked List,difference,FAIL,14,-,FAIL,1965
Sorted list,insert,FAIL,21,-,FAIL,1754
Sorted list,merge,FAIL,23,-,FAIL,2348
List of Lists,length,FAIL,12,-,FAIL,1352
Binary Tree,deallocate,16,2,0.7,6,82
Binary Tree,deallocate two,FAIL,4,-,FAIL,1918
BST,rotate right,FAIL,74,-,FAIL,1802
BST,find min,FAIL,25,-,FAIL,1888
BST,find max,FAIL,25,-,FAIL,2005
BST,delete root,FAIL,41,-,FAIL,1322
BST,to sorted list,FAIL,15,-,FAIL,685
Rose Tree,copy,FAIL,12,-,FAIL,2044
Packed Tree,unpack,FAIL,25,-,FAIL,1454
