Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Singly Linked List,length,FAIL,15,-,FAIL,193
Singly Linked List,max,FAIL,22,-,FAIL,153
Singly Linked List,delete,FAIL,16,-,FAIL,163
Singly Linked List,deallocate two,FAIL,4,-,FAIL,141
Singly Linked List,append three,FAIL,21,-,FAIL,174
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,191
Singly Linked List,difference,FAIL,14,-,FAIL,173
Sorted list,insert,FAIL,21,-,FAIL,134
Sorted list,merge,FAIL,23,-,FAIL,108
List of Lists,length,FAIL,12,-,FAIL,128
Binary Tree,deallocate,16,2,4.5,6,121
Binary Tree,deallocate two,FAIL,4,-,FAIL,125
BST,rotate right,FAIL,74,-,FAIL,90
BST,find min,FAIL,25,-,FAIL,145
BST,find max,FAIL,25,-,FAIL,145
BST,delete root,FAIL,41,-,FAIL,104
BST,to sorted list,FAIL,15,-,FAIL,139
Rose Tree,copy,FAIL,12,-,FAIL,183
Packed Tree,unpack,FAIL,25,-,FAIL,140
