Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Singly Linked List,length,21,15,1.1,6,219
Singly Linked List,max,FAIL,22,-,FAIL,1254
Singly Linked List,delete,FAIL,16,-,FAIL,1527
Singly Linked List,deallocate two,25,4,0.6,9,66
Singly Linked List,append three,91,21,2.3,30,752
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,2569
Singly Linked List,difference,FAIL,14,-,FAIL,1672
Sorted list,insert,FAIL,21,-,FAIL,214
Sorted list,merge,FAIL,23,-,FAIL,2067
List of Lists,length,FAIL,12,-,FAIL,969
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,deallocate two,47,4,1.1,16,201
BST,rotate right,FAIL,74,-,FAIL,1307
BST,find min,FAIL,25,-,FAIL,1131
BST,find max,FAIL,25,-,FAIL,1155
BST,delete root,FAIL,41,-,FAIL,1216
BST,to sorted list,77,15,2.8,25,535
Rose Tree,copy,FAIL,12,-,FAIL,1696
Packed Tree,unpack,FAIL,25,-,FAIL,1430
