Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Singly Linked List,length,FAIL,15,-,FAIL,196
Singly Linked List,max,FAIL,22,-,FAIL,194
Singly Linked List,delete,FAIL,16,-,FAIL,210
Singly Linked List,deallocate two,25,4,1.8,9,66
Singly Linked List,append three,FAIL,21,-,FAIL,214
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,233
Singly Linked List,difference,FAIL,14,-,FAIL,215
Sorted list,insert,FAIL,21,-,FAIL,250
Sorted list,merge,FAIL,23,-,FAIL,210
List of Lists,length,FAIL,12,-,FAIL,233
Binary Tree,deallocate,16,2,1.5,6,26
Binary Tree,deallocate two,47,4,3.3,16,213
BST,rotate right,FAIL,74,-,FAIL,195
BST,find min,FAIL,25,-,FAIL,194
BST,find max,FAIL,25,-,FAIL,220
BST,delete root,FAIL,41,-,FAIL,187
BST,to sorted list,FAIL,15,-,FAIL,211
Rose Tree,copy,FAIL,12,-,FAIL,256
Packed Tree,unpack,FAIL,25,-,FAIL,238
