Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Singly Linked List,length,21,15,4.0,6,157
Singly Linked List,max,FAIL,22,-,FAIL,189
Singly Linked List,delete,FAIL,16,-,FAIL,184
Singly Linked List,deallocate two,25,4,1.7,9,66
Singly Linked List,append three,48,21,4.1,14,187
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,279
Singly Linked List,difference,FAIL,14,-,FAIL,199
Sorted list,insert,FAIL,21,-,FAIL,244
Sorted list,merge,FAIL,23,-,FAIL,222
List of Lists,length,FAIL,12,-,FAIL,236
Binary Tree,deallocate,16,2,1.3,6,26
Binary Tree,deallocate two,47,4,3.0,16,201
BST,rotate right,FAIL,74,-,FAIL,166
BST,find min,FAIL,25,-,FAIL,207
BST,find max,FAIL,25,-,FAIL,243
BST,delete root,FAIL,41,-,FAIL,170
BST,to sorted list,FAIL,15,-,FAIL,209
Rose Tree,copy,FAIL,12,-,FAIL,249
Packed Tree,unpack,FAIL,25,-,FAIL,234
