Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Singly Linked List,length,21,15,4.6,6,137
Singly Linked List,max,FAIL,22,-,FAIL,212
Singly Linked List,delete,FAIL,16,-,FAIL,209
Singly Linked List,deallocate two,25,4,2.1,9,66
Singly Linked List,append three,FAIL,21,-,FAIL,206
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,308
Singly Linked List,difference,FAIL,14,-,FAIL,224
Sorted list,insert,FAIL,21,-,FAIL,269
Sorted list,merge,FAIL,23,-,FAIL,180
List of Lists,length,FAIL,12,-,FAIL,301
Binary Tree,deallocate,16,2,1.3,6,26
Binary Tree,deallocate two,47,4,4.2,16,213
BST,rotate right,FAIL,74,-,FAIL,266
BST,find min,FAIL,25,-,FAIL,249
BST,find max,FAIL,25,-,FAIL,251
BST,delete root,FAIL,41,-,FAIL,211
BST,to sorted list,FAIL,15,-,FAIL,255
Rose Tree,copy,FAIL,12,-,FAIL,383
Packed Tree,unpack,FAIL,25,-,FAIL,346
