Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Singly Linked List,length,21,15,1.1,6,269
Singly Linked List,max,FAIL,22,-,FAIL,1428
Singly Linked List,delete,FAIL,16,-,FAIL,1456
Singly Linked List,deallocate two,25,4,0.4,9,68
Singly Linked List,append three,68,21,2.7,22,1163
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,2562
Singly Linked List,difference,FAIL,14,-,FAIL,2241
Sorted list,insert,FAIL,21,-,FAIL,585
Sorted list,merge,FAIL,23,-,FAIL,1663
List of Lists,length,FAIL,12,-,FAIL,942
Binary Tree,deallocate,16,2,0.3,6,26
Binary Tree,deallocate two,47,4,0.9,16,263
BST,rotate right,FAIL,74,-,FAIL,2036
BST,find min,FAIL,25,-,FAIL,1196
BST,find max,FAIL,25,-,FAIL,1210
BST,delete root,FAIL,41,-,FAIL,2277
BST,to sorted list,FAIL,15,-,FAIL,1948
Rose Tree,copy,FAIL,12,-,FAIL,2216
Packed Tree,unpack,FAIL,25,-,FAIL,1686
