Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Singly Linked List,length,FAIL,15,-,FAIL,191
Singly Linked List,max,FAIL,22,-,FAIL,180
Singly Linked List,delete,FAIL,16,-,FAIL,264
Singly Linked List,deallocate two,25,4,2.4,9,66
Singly Linked List,append three,FAIL,21,-,FAIL,327
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,315
Singly Linked List,difference,FAIL,14,-,FAIL,271
Sorted list,insert,FAIL,21,-,FAIL,295
Sorted list,merge,FAIL,23,-,FAIL,234
List of Lists,length,FAIL,12,-,FAIL,217
Binary Tree,deallocate,16,2,1.3,6,26
Binary Tree,deallocate two,47,4,3.7,16,213
BST,rotate right,FAIL,74,-,FAIL,204
BST,find min,FAIL,25,-,FAIL,166
BST,find max,FAIL,25,-,FAIL,166
BST,delete root,FAIL,41,-,FAIL,159
BST,to sorted list,FAIL,15,-,FAIL,155
Rose Tree,copy,FAIL,12,-,FAIL,341
Packed Tree,unpack,FAIL,25,-,FAIL,275
