Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Singly Linked List,length,21,15,1.0,6,152
Singly Linked List,max,93,22,2.9,28,409
Singly Linked List,delete,51,16,1.8,16,368
Singly Linked List,deallocate two,25,4,0.5,9,68
Singly Linked List,append three,58,21,2.6,18,880
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,1641
Singly Linked List,difference,FAIL,14,-,FAIL,1560
Sorted list,insert,99,21,3.5,30,684
Sorted list,merge,FAIL,23,-,FAIL,831
List of Lists,length,FAIL,12,-,FAIL,1255
Binary Tree,deallocate,16,2,0.3,6,26
Binary Tree,deallocate two,47,4,1.0,16,263
BST,rotate right,FAIL,74,-,FAIL,1188
BST,find min,FAIL,25,-,FAIL,792
BST,find max,FAIL,25,-,FAIL,796
BST,delete root,FAIL,41,-,FAIL,603
BST,to sorted list,FAIL,15,-,FAIL,1310
Rose Tree,copy,FAIL,12,-,FAIL,1957
Packed Tree,unpack,72,25,4.1,23,1118
